n;rounds;time
100;21;0.000019707
100;24;0.000019947
100;21;0.000019908
100;18;0.000020007
100;20;0.000020008
100;16;0.000019637
100;23;0.000019777
100;20;0.000019366
100;18;0.000019898
100;19;0.000019036
100;19;0.000042069
100;17;0.000020729
100;16;0.000019486
100;23;0.000019657
100;23;0.000019958
100;20;0.000019286
100;18;0.000019136
100;20;0.000019196
100;18;0.000019216
100;26;0.000023283
100;28;0.000021511
100;25;0.0000216
100;29;0.000020649
100;23;0.000019978
100;21;0.000033823
100;24;0.000020289
100;25;0.000019446
100;26;0.000020529
100;21;0.000020118
100;22;0.000020318
100;23;0.000019046
100;24;0.000019587
100;19;0.000019176
100;24;0.000019015
100;23;0.000019277
100;22;0.000019366
100;23;0.000020148
100;27;0.000020499
100;23;0.000019907
100;26;0.000019136
100;20;0.000019667
100;28;0.000020198
100;25;0.000018805
100;21;0.000019407
100;22;0.000019096
100;22;0.000020158
100;23;0.000019326
100;22;0.000019306
100;22;0.000019156
100;23;0.000022201
100;29;0.000021911
100;31;0.000021771
100;26;0.00002136
100;35;0.00002127
100;21;0.000020959
100;24;0.000020429
100;34;0.000034525
100;26;0.000021961
100;25;0.000020799
100;33;0.00002139
100;29;0.000020829
100;23;0.000020188
100;25;0.000019727
100;24;0.000020117
100;24;0.000020289
100;24;0.000020348
100;30;0.000020408
100;30;0.000020348
100;30;0.000020859
100;22;0.000019677
100;33;0.000021029
100;34;0.000020379
100;29;0.000020799
100;34;0.00002119
100;33;0.000020668
100;23;0.000020439
100;22;0.000020098
100;31;0.000020418
100;28;0.000020268
100;20;0.000021601
100;24;0.00002173
100;23;0.00002085
100;26;0.000021089
100;29;0.00002088
100;21;0.000020228
100;23;0.000020208
100;23;0.000020729
100;21;0.000020097
100;20;0.000033233
100;24;0.00002139
100;22;0.000020288
100;25;0.000020028
100;22;0.000019897
100;21;0.000020539
100;24;0.000020338
100;25;0.000019988
100;25;0.000019787
100;21;0.000019757
100;27;0.000020178
100;28;0.000020008
100;26;0.000020098
100;25;0.000019586
100;23;0.000020658
100;26;0.000020178
100;24;0.000019687
100;22;0.000019858
100;25;0.000019897
100;24;0.000020008
100;23;0.000020057
100;18;0.000023163
100;23;0.000021491
100;22;0.000020919
100;23;0.000020809
100;21;0.000020108
100;21;0.000019947
100;21;0.000020248
100;16;0.000019807
100;24;0.000019737
100;20;0.000019577
100;23;0.000019717
100;23;0.000032511
100;23;0.000020869
100;23;0.000019928
100;20;0.000019987
100;22;0.000019056
100;24;0.000019848
100;21;0.000020248
100;19;0.000019747
100;19;0.000019476
