n;rounds;time
100;21;0.000020599
100;26;0.000019898
100;25;0.000019526
100;27;0.000019617
100;29;0.000019827
100;27;0.000033492
100;27;0.000021791
100;23;0.000020058
100;25;0.000019797
100;23;0.000020779
100;20;0.000019897
100;27;0.000020068
100;22;0.000019737
100;18;0.000019877
100;26;0.000020268
100;24;0.000019968
100;24;0.000019827
100;21;0.000019186
100;24;0.000019767
100;23;0.000019046
100;25;0.000019827
100;25;0.000019296
100;22;0.000019406
100;29;0.000019567
100;25;0.000021451
100;23;0.000021009
100;26;0.000020879
100;26;0.000020438
100;25;0.000020088
100;19;0.000019637
100;19;0.000020889
100;20;0.000020108
100;24;0.000020178
100;23;0.000019937
100;26;0.000019717
100;22;0.000019367
100;25;0.000019687
100;20;0.000019266
100;20;0.000032341
100;23;0.000020068
100;25;0.000020188
100;20;0.000019747
100;19;0.000020128
100;24;0.000019667
100;23;0.000019937
100;27;0.000019918
100;24;0.000019356
100;20;0.000019166
100;23;0.000019467
100;24;0.000019647
100;19;0.000018915
100;21;0.000019116
100;20;0.000019397
100;23;0.000019967
100;22;0.000021851
100;21;0.00002155
100;25;0.000020659
100;31;0.000020909
100;25;0.00002111
100;31;0.000020408
100;30;0.000020549
100;27;0.000020358
100;25;0.000020409
100;23;0.000020158
100;23;0.000019396
100;21;0.000019887
100;25;0.000019807
100;24;0.000020999
100;21;0.000019928
100;24;0.000019647
100;21;0.000034114
100;34;0.000022101
100;29;0.0000211
100;28;0.000020829
100;24;0.000020108
100;30;0.000020168
100;22;0.000019567
100;26;0.000020609
100;28;0.000020368
100;33;0.000020318
100;21;0.000019898
100;26;0.000019506
100;29;0.000019828
100;22;0.000019857
100;24;0.000023303
100;29;0.000024797
100;25;0.000020288
100;29;0.000020399
100;21;0.000020017
100;21;0.000019407
100;26;0.000019436
100;25;0.000019527
100;23;0.000019236
100;22;0.000018946
100;28;0.000019557
100;24;0.000019546
100;24;0.000020008
100;24;0.000019697
100;25;0.000019457
100;24;0.000019637
100;24;0.000019096
100;25;0.00003214
100;25;0.00002116
100;25;0.000020258
100;25;0.000021039
100;27;0.000046817
100;27;0.000021039
100;23;0.000019807
100;23;0.000019287
100;22;0.000019196
100;28;0.000019947
100;19;0.000019236
100;22;0.000018966
100;24;0.000018986
100;20;0.00002147
100;21;0.000023724
100;16;0.000022151
100;20;0.000020639
100;24;0.000020468
100;23;0.000020478
100;21;0.000019948
100;22;0.000019857
100;23;0.000019957
100;22;0.000019847
100;18;0.000019336
100;18;0.000019707
100;18;0.000019617
100;18;0.000019397
100;19;0.000019957
100;16;0.000019437
100;19;0.000019286
100;18;0.000020168
100;24;0.000031229
100;18;0.000021771
100;19;0.000020658
100;19;0.000019867
100;24;0.000020629
100;20;0.000020388
100;21;0.000019897
100;19;0.000020118
100;23;0.000020028
100;21;0.000019907
100;20;0.000019397
100;20;0.000020048
100;22;0.000021511
